filename,speaker_id
000077.flac,S_021204
000026.flac,S_001300
000078.flac,S_021204
000037.flac,S_021204
000164.flac,S_021204
000130.flac,S_002283
000055.flac,S_021204
000058.flac,S_021204
000042.flac,S_001300
000005.flac,S_017963
000114.flac,S_002283
000056.flac,S_021204
000136.flac,S_021204
000037.flac,S_001300
000093.flac,S_021204
000015.flac,S_002283
000013.flac,S_002283
000094.flac,S_002283
000147.flac,S_021204
000019.flac,S_021204
000020.flac,S_021204
000070.flac,S_021204
000043.flac,S_021204
000001.flac,S_017963
000149.flac,S_002283
000003.flac,S_008115
000003.flac,S_001300
000002.flac,S_021204
000001.flac,S_023000
000007.flac,S_021204
000011.flac,S_017963
000016.flac,S_012629
000042.flac,S_021204
000005.flac,S_012629
000053.flac,S_021204
000025.flac,S_001300
000021.flac,S_001300
000010.flac,S_021204
000004.flac,S_023000
000070.flac,S_002283
000006.flac,S_002283
000063.flac,S_021204
000085.flac,S_021204
000009.flac,S_021204
000008.flac,S_008115
000089.flac,S_021204
000007.flac,S_012629
000107.flac,S_002283
000090.flac,S_021204
000131.flac,S_002283
000028.flac,S_021204
000029.flac,S_001300
000113.flac,S_021204
000042.flac,S_002283
000131.flac,S_021204
000010.flac,S_001300
000097.flac,S_021204
000023.flac,S_001300
000002.flac,S_017963
000036.flac,S_001300
000152.flac,S_002283
000167.flac,S_021204
000142.flac,S_021204
000015.flac,S_012629
000110.flac,S_002283
000145.flac,S_021204
000162.flac,S_021204
000007.flac,S_017963
000135.flac,S_002283
000007.flac,S_001300
000009.flac,S_008115
000104.flac,S_002283
000018.flac,S_021204
000011.flac,S_021204
000135.flac,S_021204
000100.flac,S_021204
000000.flac,S_008115
000012.flac,S_012629
000014.flac,S_001300
000129.flac,S_002283
000014.flac,S_017963
000138.flac,S_021204
000105.flac,S_021204
000075.flac,S_021204
000141.flac,S_002283
000103.flac,S_021204
000050.flac,S_021204
000033.flac,S_001300
000118.flac,S_002283
000036.flac,S_021204
000012.flac,S_001300
000002.flac,S_012690
000066.flac,S_021204
000012.flac,S_017963
000144.flac,S_021204
000099.flac,S_021204
000069.flac,S_021204
000016.flac,S_001300
000101.flac,S_021204
000151.flac,S_021204
000124.flac,S_002283
000074.flac,S_021204
000014.flac,S_002283
000004.flac,S_001300
000028.flac,S_002283
000109.flac,S_002283
000087.flac,S_021204
000084.flac,S_021204
000001.flac,S_001300
000011.flac,S_008115
000079.flac,S_021204
000001.flac,S_012629
000092.flac,S_002283
000082.flac,S_021204
000005.flac,S_023000
000145.flac,S_002283
000058.flac,S_002283
000064.flac,S_021204
000157.flac,S_021204
000004.flac,S_021204
000000.flac,S_013502
000024.flac,S_001300
000030.flac,S_001300
000011.flac,S_001300
000079.flac,S_002283
000006.flac,S_021204
000096.flac,S_021204
000116.flac,S_021204
000068.flac,S_002283
000022.flac,S_001300
000117.flac,S_002283
000141.flac,S_021204
000020.flac,S_001300
000120.flac,S_021204
000007.flac,S_002283
000087.flac,S_002283
000026.flac,S_021204
000045.flac,S_021204
000139.flac,S_021204
000086.flac,S_002283
000055.flac,S_002283
000015.flac,S_021204
000066.flac,S_002283
000018.flac,S_002283
000018.flac,S_012629
000048.flac,S_021204
000067.flac,S_002283
000015.flac,S_001300
000019.flac,S_012629
000165.flac,S_021204
000098.flac,S_002283
000043.flac,S_002283
000008.flac,S_021204
000136.flac,S_002283
000019.flac,S_001300
000017.flac,S_017963
000083.flac,S_021204
000013.flac,S_021204
000004.flac,S_012629
000002.flac,S_013502
000067.flac,S_021204
000009.flac,S_001300
000012.flac,S_002283
000035.flac,S_001300
000003.flac,S_023000
000006.flac,S_017963
000006.flac,S_001300
000143.flac,S_021204
000114.flac,S_021204
000032.flac,S_001300
000001.flac,S_015951
000152.flac,S_021204
000065.flac,S_002283
000000.flac,S_015951
000003.flac,S_002283
000019.flac,S_002283
000143.flac,S_002283
000003.flac,S_017963
000049.flac,S_021204
000002.flac,S_008115
000106.flac,S_021204
000158.flac,S_021204
000125.flac,S_021204
000071.flac,S_021204
000154.flac,S_021204
000009.flac,S_002283
000057.flac,S_002283
000029.flac,S_021204
000039.flac,S_001300
000109.flac,S_021204
000133.flac,S_002283
000151.flac,S_002283
000129.flac,S_021204
000022.flac,S_002283
000124.flac,S_021204
000010.flac,S_012629
000032.flac,S_021204
000001.flac,S_013502
000117.flac,S_021204
000017.flac,S_001300
000041.flac,S_001300
000011.flac,S_012629
000104.flac,S_021204
000008.flac,S_001300
000000.flac,S_002283
000008.flac,S_017963
000126.flac,S_021204
000046.flac,S_021204
000000.flac,S_021204
000054.flac,S_002283
000073.flac,S_021204
000088.flac,S_021204
000034.flac,S_001300
000001.flac,S_002283
000086.flac,S_021204
000065.flac,S_021204
000150.flac,S_021204
000142.flac,S_002283
000130.flac,S_021204
000038.flac,S_001300
000102.flac,S_002283
000113.flac,S_002283
000057.flac,S_021204
000046.flac,S_002283
000118.flac,S_021204
000002.flac,S_001300
000000.flac,S_012690
000134.flac,S_021204
000027.flac,S_001300
000021.flac,S_021204
000047.flac,S_002283
000003.flac,S_012690
000000.flac,S_001300
000015.flac,S_017963
000156.flac,S_021204
000166.flac,S_021204
000094.flac,S_021204
000051.flac,S_002283
000098.flac,S_021204
000017.flac,S_002283
000108.flac,S_021204
000110.flac,S_021204
000097.flac,S_002283
000128.flac,S_021204
000056.flac,S_002283
000049.flac,S_002283
000009.flac,S_017963
000062.flac,S_021204
000161.flac,S_021204
000027.flac,S_021204
000004.flac,S_008115
000155.flac,S_021204
000100.flac,S_002283
000004.flac,S_017963
000013.flac,S_001300
000146.flac,S_021204
000007.flac,S_023000
000137.flac,S_021204
000102.flac,S_021204
000054.flac,S_021204
000013.flac,S_017963
000018.flac,S_001300
000153.flac,S_021204
000011.flac,S_008493
000001.flac,S_004563
000034.flac,S_018428
000005.flac,S_008493
000011.flac,S_000139
000003.flac,S_000139
000028.flac,S_018428
000000.flac,S_008493
000018.flac,S_008493
000029.flac,S_018428
000016.flac,S_018428
000004.flac,S_008493
000031.flac,S_018428
000013.flac,S_008493
000014.flac,S_018428
000014.flac,S_000139
000015.flac,S_018428
000012.flac,S_008493
000025.flac,S_018428
000009.flac,S_000139
000035.flac,S_018428
000014.flac,S_008493
000009.flac,S_005178
000019.flac,S_008493
000008.flac,S_008493
000006.flac,S_008493
000004.flac,S_000139
000012.flac,S_000139
000033.flac,S_018428
000010.flac,S_008493
000007.flac,S_008493
000010.flac,S_005178
000000.flac,S_000139
000000.flac,S_018428
000012.flac,S_018428
000006.flac,S_018428
000001.flac,S_021942
000001.flac,S_008493
000001.flac,S_000139
000007.flac,S_018428
000020.flac,S_018428
000013.flac,S_018428
000008.flac,S_018428
000011.flac,S_018428
000006.flac,S_000139
000002.flac,S_004563
000007.flac,S_005178
000003.flac,S_008493
000001.flac,S_014301
000022.flac,S_018428
000020.flac,S_008493
000016.flac,S_008493
000018.flac,S_018428
000002.flac,S_000139
000032.flac,S_018428
000027.flac,S_018428
000002.flac,S_005178
000000.flac,S_004563
000013.flac,S_000139
000030.flac,S_018428
000019.flac,S_018428
000017.flac,S_018428
000003.flac,S_018428
000003.flac,S_004079
000114.flac,S_004024
000006.flac,S_006076
000351.flac,S_004024
000030.flac,S_022118
000248.flac,S_004024
000106.flac,S_004024
000021.flac,S_004024
000013.flac,S_015926
000011.flac,S_004079
000217.flac,S_004024
000352.flac,S_004024
000127.flac,S_004024
000121.flac,S_004024
000027.flac,S_004024
000015.flac,S_004024
000328.flac,S_004024
000361.flac,S_004024
000020.flac,S_004079
000293.flac,S_004024
000163.flac,S_004024
000220.flac,S_004024
000224.flac,S_004024
000366.flac,S_004024
000025.flac,S_004024
000260.flac,S_004024
000416.flac,S_004024
000325.flac,S_004024
000001.flac,S_018965
000210.flac,S_004024
000118.flac,S_004024
000247.flac,S_004024
000148.flac,S_004024
000339.flac,S_004024
000002.flac,S_018965
000158.flac,S_004024
000202.flac,S_004024
000315.flac,S_004024
000417.flac,S_004024
000079.flac,S_004024
000172.flac,S_004024
000300.flac,S_004024
000179.flac,S_004024
000266.flac,S_004024
000390.flac,S_004024
000236.flac,S_004024
000286.flac,S_004024
000016.flac,S_022118
000426.flac,S_004024
000003.flac,S_010657
000182.flac,S_004024
000299.flac,S_004024
000219.flac,S_004024
000373.flac,S_004024
000007.flac,S_004024
000415.flac,S_004024
000385.flac,S_004024
000028.flac,S_022118
000250.flac,S_004024
000383.flac,S_004024
000122.flac,S_004024
000002.flac,S_017050
000185.flac,S_004024
000074.flac,S_004024
000005.flac,S_006076
000147.flac,S_004024
000406.flac,S_004024
000026.flac,S_004024
000125.flac,S_004024
000014.flac,S_004079
000403.flac,S_004024
000290.flac,S_004024
000318.flac,S_004024
000423.flac,S_004024
000243.flac,S_004024
000379.flac,S_004024
000330.flac,S_004024
000342.flac,S_004024
000065.flac,S_004024
000280.flac,S_004024
000371.flac,S_004024
000084.flac,S_004024
000005.flac,S_022118
000306.flac,S_004024
000093.flac,S_004024
000132.flac,S_004024
000233.flac,S_004024
000326.flac,S_004024
000000.flac,S_006076
000149.flac,S_004024
000287.flac,S_004024
000010.flac,S_004079
000030.flac,S_004024
000232.flac,S_004024
000039.flac,S_004024
000420.flac,S_004024
000194.flac,S_004024
000312.flac,S_004024
000073.flac,S_004024
000413.flac,S_004024
000053.flac,S_004024
000103.flac,S_004024
000433.flac,S_004024
000281.flac,S_004024
000245.flac,S_004024
000364.flac,S_004024
000175.flac,S_004024
000000.flac,S_018965
000313.flac,S_004024
000178.flac,S_004024
000422.flac,S_004024
000142.flac,S_004024
000094.flac,S_004024
000384.flac,S_004024
000308.flac,S_004024
000389.flac,S_004024
000046.flac,S_004024
000013.flac,S_004079
000037.flac,S_004024
000040.flac,S_004024
000170.flac,S_004024
000177.flac,S_004024
000099.flac,S_004024
000204.flac,S_004024
000166.flac,S_004024
000031.flac,S_004024
000036.flac,S_004024
000035.flac,S_004024
000019.flac,S_004079
000253.flac,S_004024
000007.flac,S_015926
000199.flac,S_004024
000294.flac,S_004024
000010.flac,S_006076
000076.flac,S_004024
000018.flac,S_006076
000381.flac,S_004024
000021.flac,S_022118
000087.flac,S_004024
000062.flac,S_004024
000006.flac,S_015926
000018.flac,S_004024
000012.flac,S_006076
000421.flac,S_004024
000004.flac,S_004079
000011.flac,S_004024
000000.flac,S_015926
000044.flac,S_004024
000014.flac,S_022118
000391.flac,S_004024
000003.flac,S_020389
000367.flac,S_004024
000154.flac,S_004024
000096.flac,S_004024
000274.flac,S_004024
000051.flac,S_004024
000090.flac,S_004024
000349.flac,S_004024
000028.flac,S_004024
000014.flac,S_006076
000282.flac,S_004024
000392.flac,S_004024
000005.flac,S_004079
000316.flac,S_004024
000108.flac,S_004024
000188.flac,S_004024
000100.flac,S_004024
000314.flac,S_004024
000344.flac,S_004024
000216.flac,S_004024
000206.flac,S_004024
000278.flac,S_004024
000000.flac,S_017050
000296.flac,S_004024
000246.flac,S_004024
000259.flac,S_004024
000134.flac,S_004024
000425.flac,S_004024
000042.flac,S_004024
000032.flac,S_022118
000432.flac,S_004024
000013.flac,S_004024
000340.flac,S_004024
000358.flac,S_004024
000186.flac,S_004024
000029.flac,S_022118
000251.flac,S_004024
000393.flac,S_004024
000162.flac,S_004024
000272.flac,S_004024
000374.flac,S_004024
000414.flac,S_004024
000012.flac,S_015926
000324.flac,S_004024
000022.flac,S_022118
000279.flac,S_004024
000097.flac,S_004024
000209.flac,S_004024
000277.flac,S_004024
000060.flac,S_004024
000023.flac,S_022118
000057.flac,S_004024
000238.flac,S_004024
000066.flac,S_004024
000291.flac,S_004024
000226.flac,S_004024
000317.flac,S_004024
000023.flac,S_004024
000191.flac,S_004024
000407.flac,S_004024
000110.flac,S_004024
000205.flac,S_004024
000429.flac,S_004024
000273.flac,S_004024
000309.flac,S_004024
000382.flac,S_004024
000400.flac,S_004024
000348.flac,S_004024
000006.flac,S_022118
000024.flac,S_004024
000262.flac,S_004024
000157.flac,S_004024
000088.flac,S_004024
000229.flac,S_004024
000184.flac,S_004024
000008.flac,S_022118
000197.flac,S_004024
000001.flac,S_001820
000213.flac,S_004024
000396.flac,S_004024
000168.flac,S_004024
000116.flac,S_004024
000101.flac,S_004024
000050.flac,S_004024
000189.flac,S_004024
000363.flac,S_004024
000292.flac,S_004024
000048.flac,S_004024
000047.flac,S_004024
000112.flac,S_004024
000334.flac,S_004024
000331.flac,S_004024
000000.flac,S_001820
000321.flac,S_004024
000372.flac,S_004024
000212.flac,S_004024
000183.flac,S_004024
000001.flac,S_004079
000257.flac,S_004024
000080.flac,S_004024
000032.flac,S_004024
000267.flac,S_004024
000136.flac,S_004024
000164.flac,S_004024
000011.flac,S_015926
000275.flac,S_004024
000221.flac,S_004024
000007.flac,S_006076
000006.flac,S_004024
000113.flac,S_004024
000015.flac,S_022118
000009.flac,S_015926
000386.flac,S_004024
000008.flac,S_004024
000010.flac,S_004024
000086.flac,S_004024
000211.flac,S_004024
000133.flac,S_004024
000271.flac,S_004024
000002.flac,S_006076
000192.flac,S_004024
000063.flac,S_004024
000254.flac,S_004024
000004.flac,S_020389
000353.flac,S_004024
000012.flac,S_004024
000064.flac,S_004024
000092.flac,S_004024
000017.flac,S_006076
000354.flac,S_004024
000410.flac,S_004024
000001.flac,S_017050
000378.flac,S_004024
000298.flac,S_004024
000001.flac,S_004024
000067.flac,S_004024
000360.flac,S_004024
000332.flac,S_004024
000304.flac,S_004024
000002.flac,S_018426
000404.flac,S_004024
000002.flac,S_004024
000109.flac,S_004024
000264.flac,S_004024
000207.flac,S_004024
000161.flac,S_004024
000015.flac,S_004079
000098.flac,S_004024
000430.flac,S_004024
000069.flac,S_004024
000128.flac,S_004024
000399.flac,S_004024
000167.flac,S_004024
000005.flac,S_015926
000319.flac,S_004024
000241.flac,S_004024
000327.flac,S_004024
000002.flac,S_022118
000230.flac,S_004024
000200.flac,S_004024
000002.flac,S_015926
000078.flac,S_004024
000418.flac,S_004024
000016.flac,S_006076
000240.flac,S_004024
000196.flac,S_004024
000409.flac,S_004024
000001.flac,S_006076
000174.flac,S_004024
000434.flac,S_004024
000026.flac,S_022118
000003.flac,S_015926
000411.flac,S_004024
000018.flac,S_004079
000105.flac,S_004024
000041.flac,S_004024
000345.flac,S_004024
000027.flac,S_022118
000008.flac,S_015926
000333.flac,S_004024
000075.flac,S_004024
000252.flac,S_004024
000081.flac,S_004024
000201.flac,S_004024
000016.flac,S_004079
000362.flac,S_004024
000249.flac,S_004024
000193.flac,S_004024
