rir_dataset,rir_uid,rir_filename
Motus,0403_3,0403_3_raw_rirs.wav
Motus,0225_2,0225_2_raw_rirs.wav
Motus,0807_2,0807_2_raw_rirs.wav
Motus,0755_1,0755_1_raw_rirs.wav
Motus,0426_2,0426_2_raw_rirs.wav
Motus,0769_3,0769_3_raw_rirs.wav
Motus,0547_1,0547_1_raw_rirs.wav
Motus,0253_2,0253_2_raw_rirs.wav
Motus,0123_1,0123_1_raw_rirs.wav
Motus,0280_1,0280_1_raw_rirs.wav
Motus,0679_1,0679_1_raw_rirs.wav
Motus,0284_3,0284_3_raw_rirs.wav
Motus,0076_2,0076_2_raw_rirs.wav
Motus,0701_2,0701_2_raw_rirs.wav
Motus,0006_1,0006_1_raw_rirs.wav
Motus,0326_1,0326_1_raw_rirs.wav
Motus,0551_3,0551_3_raw_rirs.wav
Motus,0245_1,0245_1_raw_rirs.wav
Motus,0751_1,0751_1_raw_rirs.wav
Motus,0731_3,0731_3_raw_rirs.wav
Motus,0003_3,0003_3_raw_rirs.wav
Motus,0707_1,0707_1_raw_rirs.wav
Motus,0627_2,0627_2_raw_rirs.wav
Motus,0576_1,0576_1_raw_rirs.wav
Motus,0764_2,0764_2_raw_rirs.wav
Motus,0241_2,0241_2_raw_rirs.wav
Motus,0484_3,0484_3_raw_rirs.wav
Motus,0201_1,0201_1_raw_rirs.wav
Motus,0530_1,0530_1_raw_rirs.wav
Motus,0023_2,0023_2_raw_rirs.wav
Motus,0319_3,0319_3_raw_rirs.wav
Motus,0005_2,0005_2_raw_rirs.wav
Motus,0527_1,0527_1_raw_rirs.wav
Motus,0120_1,0120_1_raw_rirs.wav
Motus,0177_2,0177_2_raw_rirs.wav
Motus,0829_1,0829_1_raw_rirs.wav
Motus,0826_2,0826_2_raw_rirs.wav
Motus,0713_3,0713_3_raw_rirs.wav
Motus,0239_2,0239_2_raw_rirs.wav
Motus,0601_3,0601_3_raw_rirs.wav
Motus,0147_1,0147_1_raw_rirs.wav
Motus,0781_1,0781_1_raw_rirs.wav
Motus,0355_3,0355_3_raw_rirs.wav
Motus,0235_3,0235_3_raw_rirs.wav
Motus,0819_2,0819_2_raw_rirs.wav
Motus,0692_2,0692_2_raw_rirs.wav
Motus,0199_2,0199_2_raw_rirs.wav
Motus,0259_3,0259_3_raw_rirs.wav
Motus,0802_1,0802_1_raw_rirs.wav
Motus,0191_1,0191_1_raw_rirs.wav
Motus,0345_1,0345_1_raw_rirs.wav
Motus,0082_2,0082_2_raw_rirs.wav
Motus,0321_4,0321_4_raw_rirs.wav
Motus,0696_2,0696_2_raw_rirs.wav
Motus,0136_1,0136_1_raw_rirs.wav
Motus,0293_1,0293_1_raw_rirs.wav
Motus,0533_1,0533_1_raw_rirs.wav
Motus,0226_2,0226_2_raw_rirs.wav
Motus,0537_2,0537_2_raw_rirs.wav
Motus,0200_3,0200_3_raw_rirs.wav
Motus,0142_2,0142_2_raw_rirs.wav
Motus,0204_1,0204_1_raw_rirs.wav
Motus,0316_1,0316_1_raw_rirs.wav
Motus,0808_1,0808_1_raw_rirs.wav
Motus,0400_1,0400_1_raw_rirs.wav
Motus,0813_1,0813_1_raw_rirs.wav
